CD_SETOR,CD_SIT,NM_SIT,CD_UF,NM_UF,SIGLA_UF,CD_MUN,NM_MUN,CD_DIST,NM_DIST,CD_SUBDIST,NM_SUBDIST,geometry
250750705000425,1,Área Urbana de Alta Densidade de Edificações,25,Paraíba,PB,2507507,João Pessoa,250750705,João Pessoa,25075070500,,"POLYGON ((-34.9062619109999 -7.16245798399996, -34.90646456 -7.16309583599997, -34.906054755 -7.16321128799996, -34.906107462 -7.16386753999996, -34.906137762 -7.16430857699993, -34.9061532699999 -7.16452136599997, -34.906843207 -7.16432180299995, -34.908089129 -7.16394133199998, -34.9078926669999 -7.16333257799994, -34.909141173 -7.16295918599997, -34.908949987 -7.16232892799997, -34.9087833249999 -7.16177755799993, -34.9087071389999 -7.16151295599997, -34.908657101 -7.16153475199997, -34.908087445 -7.16168997099993, -34.907465322 -7.16188220299995, -34.907519673 -7.16208958799996, -34.9062619109999 -7.16245798399996))"
250750705000426,1,Área Urbana de Alta Densidade de Edificações,25,Paraíba,PB,2507507,João Pessoa,250750705,João Pessoa,25075070500,,"POLYGON ((-34.899666042 -7.16473653599996, -34.899914001 -7.16502984299996, -34.899765456 -7.16520905499993, -34.8996158049999 -7.16549926599993, -34.89955365 -7.16591239599995, -34.899988982 -7.16606798199996, -34.900253764 -7.16605572999993, -34.90062148 -7.16591124099995, -34.900698728 -7.16596682899996, -34.90118717 -7.16594134399998, -34.901881879 -7.16529994799993, -34.9023324939999 -7.16497974999993, -34.902642021 -7.16495917399993, -34.90258318 -7.16491202599997, -34.902245302 -7.16464128999996, -34.902177147 -7.16458675299998, -34.902093722 -7.16473816399997, -34.901622569 -7.16520060999994, -34.9012588589999 -7.16477882999993, -34.901606317 -7.16442052299993, -34.902038502 -7.16366650399993, -34.901857433 -7.16348378899994, -34.90174873 -7.16337758999993, -34.901678627 -7.16331445999998, -34.9016263579999 -7.16329541599993, -34.901230368 -7.16361063999994, -34.900809379 -7.16395594999995, -34.9004635919999 -7.16419870899995, -34.900042954 -7.16451347699996, -34.899666042 -7.16473653599996))"
250750705000427,1,Área Urbana de Alta Densidade de Edificações,25,Paraíba,PB,2507507,João Pessoa,250750705,João Pessoa,25075070500,,"POLYGON ((-34.90839457 -7.17044213899993, -34.908708352 -7.17091729999993, -34.9095379139999 -7.16998272899997, -34.91059896 -7.16874200999996, -34.9109841599999 -7.16829596999997, -34.91131896 -7.16790698999995, -34.91173908 -7.16741198999995, -34.9120641599999 -7.16702696999994, -34.9123640399999 -7.16668703999994, -34.913305968 -7.16559350599994, -34.912804315 -7.16500131399994, -34.912374534 -7.16535641399997, -34.911575894 -7.16623493499998, -34.9115144099999 -7.16636722999993, -34.911152139 -7.16680396499993, -34.911296797 -7.16707689299994, -34.911267466 -7.16714691699997, -34.9101830819999 -7.16837446499994, -34.9097963849999 -7.16883223899993, -34.9091146219999 -7.16960917899996, -34.90839457 -7.17044213899993))"
250750705000428,1,Área Urbana de Alta Densidade de Edificações,25,Paraíba,PB,2507507,João Pessoa,250750705,João Pessoa,25075070500,,"POLYGON ((-34.91059896 -7.16874200999996, -34.9115819359999 -7.16959060399995, -34.91208456 -7.17001529899994, -34.9110100789999 -7.17126364899997, -34.91181225 -7.17196535999994, -34.9121760899999 -7.17155027999996, -34.9125389989999 -7.17113255999993, -34.9128950699999 -7.17071858899993, -34.913267071 -7.17027845799993, -34.912463132 -7.16957333899995, -34.9123308009999 -7.16945426799998, -34.9119553519999 -7.16913506799995, -34.911460529 -7.16871254899996, -34.9109841599999 -7.16829596999997, -34.91059896 -7.16874200999996))"
250750705000429,1,Área Urbana de Alta Densidade de Edificações,25,Paraíba,PB,2507507,João Pessoa,250750705,João Pessoa,25075070500,,"POLYGON ((-34.905889335 -7.16017319799994, -34.9059118989999 -7.16062696399996, -34.906134142 -7.16205055999995, -34.906183278 -7.16221215899998, -34.906284375 -7.16219664699997, -34.90673716 -7.16210625799994, -34.906830575 -7.16207530599996, -34.90680158 -7.16197083799995, -34.906959866 -7.16165181199995, -34.9071571329999 -7.16123224699993, -34.907874474 -7.16102787399996, -34.9082940769999 -7.16120460899998, -34.908350003 -7.16124212699998, -34.9085917359999 -7.16134240699995, -34.908681999 -7.16139531099998, -34.9087071389999 -7.16151295599997, -34.908878917 -7.16145510499996, -34.9098743599999 -7.16116095899997, -34.910632418 -7.16093069999994, -34.9109863259999 -7.16079688999997, -34.910472408 -7.15950664799993, -34.9101803189999 -7.15952501599998, -34.910136871 -7.15950271199995, -34.9094449149999 -7.15938672599998, -34.908068573 -7.15892079499997, -34.907568464 -7.15875161399993, -34.906690827 -7.15823728799995, -34.906619168 -7.15839339399997, -34.90619004 -7.15946399999996, -34.9059458479999 -7.15999683599995, -34.905889335 -7.16017319799994))"
250750705000430,1,Área Urbana de Alta Densidade de Edificações,25,Paraíba,PB,2507507,João Pessoa,250750705,João Pessoa,25075070500,,"POLYGON ((-34.91181225 -7.17196535999994, -34.91143884 -7.17239195999997, -34.9112943379999 -7.17255787199997, -34.9111043839999 -7.17279027199993, -34.91099208 -7.17292460099998, -34.91078866 -7.17317062999996, -34.91043366 -7.17354841499997, -34.9107720439999 -7.17432533999994, -34.91100399 -7.17496498899993, -34.911787907 -7.17398634199998, -34.91201697 -7.17372761699994, -34.9122782319999 -7.17342212999995, -34.9131430749999 -7.17241243099994, -34.913284881 -7.17224456499997, -34.91387903 -7.17154870199994, -34.9128950699999 -7.17071858899993, -34.9125389989999 -7.17113255999993, -34.9121760899999 -7.17155027999996, -34.91181225 -7.17196535999994))"
250750705000431,1,Área Urbana de Alta Densidade de Edificações,25,Paraíba,PB,2507507,João Pessoa,250750705,João Pessoa,25075070500,,"POLYGON ((-34.911176682 -7.13359267999994, -34.911067214 -7.13404657299998, -34.9110248929999 -7.13416018599997, -34.910930777 -7.13446177299994, -34.9108652539999 -7.13476261999995, -34.910792548 -7.13490514099993, -34.910659413 -7.13535879599993, -34.912424169 -7.13585343399996, -34.912542264 -7.13536579999993, -34.912544629 -7.13525085699996, -34.912613334 -7.13499380699994, -34.9126943869999 -7.13466062399993, -34.91284991 -7.13406558299994, -34.9131006539999 -7.13306669399998, -34.9125203629999 -7.13285701099994, -34.912039149 -7.13266497699993, -34.911510951 -7.13250293399994, -34.911201128 -7.13350093999998, -34.911176682 -7.13359267999994))"
250750705000432,1,Área Urbana de Alta Densidade de Edificações,25,Paraíba,PB,2507507,João Pessoa,250750705,João Pessoa,25075070500,,"POLYGON ((-34.9122276489999 -7.13659571499994, -34.9119889479999 -7.13739469799998, -34.9119709199999 -7.13745800999993, -34.91183412 -7.13791196999995, -34.911713908 -7.13840739299997, -34.9116044469999 -7.13882293799998, -34.911558637 -7.13899223399994, -34.9114960799999 -7.13922497999994, -34.9112599759999 -7.14024800299995, -34.9110457479999 -7.14103429299996, -34.910804659 -7.14193870899993, -34.912193289 -7.14117195499995, -34.9123646849999 -7.14103741699995, -34.91247384 -7.14048477299997, -34.913009487 -7.14065143299996, -34.9131478159999 -7.14012422599995, -34.9132946949999 -7.13946600699995, -34.9140614189999 -7.13967791799996, -34.914283339 -7.13906714099994, -34.9144234899999 -7.13860897099994, -34.914564914 -7.13816562499994, -34.914718219 -7.13772572599993, -34.914866288 -7.13730785099995, -34.9146488489999 -7.13723415899995, -34.9145391599999 -7.13720195999997, -34.914429 -7.13713598999993, -34.91439408 -7.13705696999995, -34.9144118309999 -7.13690081999994, -34.9144692369999 -7.13667698999996, -34.914511669 -7.13653763999997, -34.9145352629999 -7.13646222499995, -34.914416753 -7.13642989799996, -34.9139969349999 -7.13631054399997, -34.913988564 -7.13634731799993, -34.91395884 -7.13647898999994, -34.9139321169999 -7.13664787799996, -34.913802711 -7.13711454899993, -34.91272908 -7.13675699999993, -34.9122276489999 -7.13659571499994))"
250750705000433,1,Área Urbana de Alta Densidade de Edificações,25,Paraíba,PB,2507507,João Pessoa,250750705,João Pessoa,25075070500,,"POLYGON ((-34.9135598039999 -7.13572698199994, -34.913331179 -7.13576636399995, -34.912404059 -7.13593628999996, -34.912372515 -7.13606898899997, -34.912333551 -7.13620804899995, -34.9122276489999 -7.13659571499994, -34.91272908 -7.13675699999993, -34.913802711 -7.13711454899993, -34.9139321169999 -7.13664787799996, -34.91395884 -7.13647898999994, -34.913988564 -7.13634731799993, -34.9139969349999 -7.13631054399997, -34.914416753 -7.13642989799996, -34.9145352629999 -7.13646222499995, -34.914511669 -7.13653763999997, -34.9144692369999 -7.13667698999996, -34.914932145 -7.13682704699994, -34.915744187 -7.13710097999996, -34.916575833 -7.13736835799995, -34.9166746569999 -7.13692141699994, -34.9167161199999 -7.13680550999993, -34.916774118 -7.13645038399994, -34.916738939 -7.13595008499993, -34.916681905 -7.13545577299993, -34.916497305 -7.13537725099997, -34.915970402 -7.13522307299996, -34.9156082449999 -7.13530661299995, -34.9150885089999 -7.13541789499993, -34.9149203969999 -7.13544769799995, -34.9147085829999 -7.13548303499994, -34.91445392 -7.13553023999998, -34.9142515079999 -7.13561048399993, -34.9139047909999 -7.13565435399994, -34.9135598039999 -7.13572698199994))"
250750705000434,1,Área Urbana de Alta Densidade de Edificações,25,Paraíba,PB,2507507,João Pessoa,250750705,João Pessoa,25075070500,,"POLYGON ((-34.915308953 -7.13371961199994, -34.915165622 -7.13423349699997, -34.9150505659999 -7.13469992599994, -34.914453922 -7.13453071199996, -34.9138603059999 -7.13436229099995, -34.913726211 -7.13493063899995, -34.91363 -7.13532754099998, -34.9135050849999 -7.13570074999996, -34.9135598039999 -7.13572698199994, -34.9139047909999 -7.13565435399994, -34.9142515079999 -7.13561048399993, -34.91445392 -7.13553023999998, -34.9147085829999 -7.13548303499994, -34.9149203969999 -7.13544769799995, -34.9150885089999 -7.13541789499993, -34.9156082449999 -7.13530661299995, -34.915970402 -7.13522307299996, -34.9164492749999 -7.13513549699996, -34.916665864 -7.13508666799993, -34.9166346379999 -7.13497689299993, -34.916579241 -7.13473604399996, -34.916510686 -7.13450245699994, -34.916464398 -7.13421471799995, -34.9163688479999 -7.13419173499994, -34.91638884 -7.13408201999994, -34.916574313 -7.13365799799993, -34.91657271 -7.13365774799996, -34.9162123629999 -7.13349971299994, -34.9156054319999 -7.13330517599996, -34.915481427 -7.13377450799993, -34.915308953 -7.13371961199994))"
250750705000435,1,Área Urbana de Alta Densidade de Edificações,25,Paraíba,PB,2507507,João Pessoa,250750705,João Pessoa,25075070500,,"POLYGON ((-34.9131006539999 -7.13306669399998, -34.91354088 -7.13318795999993, -34.914125396 -7.13334367899995, -34.914739659 -7.13354601099996, -34.915308953 -7.13371961199994, -34.915481427 -7.13377450799993, -34.9156054319999 -7.13330517599996, -34.9156186239999 -7.13319425799995, -34.915746667 -7.13279688599994, -34.9155257429999 -7.13269322299993, -34.915301853 -7.13261722299995, -34.915143233 -7.13260618199996, -34.9148701039999 -7.13248810799996, -34.9147471859999 -7.13242956599993, -34.91445428 -7.13235109299995, -34.914391774 -7.13231644799993, -34.914348672 -7.13230480299995, -34.9138797969999 -7.13216373899996, -34.9133689499999 -7.13205194799997, -34.9131006539999 -7.13306669399998))"
250750705000436,1,Área Urbana de Alta Densidade de Edificações,25,Paraíba,PB,2507507,João Pessoa,250750705,João Pessoa,25075070500,,"POLYGON ((-34.911510951 -7.13250293399994, -34.912039149 -7.13266497699993, -34.9125203629999 -7.13285701099994, -34.9131006539999 -7.13306669399998, -34.9133689499999 -7.13205194799997, -34.9133148349999 -7.13202254999993, -34.9130866859999 -7.13195520599993, -34.912845921 -7.13186697999993, -34.912677628 -7.13179177399996, -34.912303 -7.13164499999993, -34.912229 -7.13161699999995, -34.911785579 -7.13149396699993, -34.9116210939999 -7.13211581299993, -34.911510951 -7.13250293399994))"
250750705000437,1,Área Urbana de Alta Densidade de Edificações,25,Paraíba,PB,2507507,João Pessoa,250750705,João Pessoa,25075070500,,"POLYGON ((-34.909591506 -7.13224678299997, -34.9094760629999 -7.13264624399994, -34.9093372519999 -7.13309659299995, -34.909983477 -7.13327489799997, -34.911176682 -7.13359267999994, -34.911201128 -7.13350093999998, -34.911510951 -7.13250293399994, -34.9116210939999 -7.13211581299993, -34.911785579 -7.13149396699993, -34.911306999 -7.13134712299995, -34.9108492569999 -7.13122229499993, -34.910398468 -7.13110311699995, -34.909952953 -7.13098090199998, -34.90982604 -7.13143097999995, -34.9097417579999 -7.13169656899993, -34.909716542 -7.13178390699994, -34.90968204 -7.13194199999998, -34.909591506 -7.13224678299997))"
250750705000438,1,Área Urbana de Alta Densidade de Edificações,25,Paraíba,PB,2507507,João Pessoa,250750705,João Pessoa,25075070500,,"POLYGON ((-34.908057384 -7.13753220399997, -34.907918025 -7.13800350399993, -34.907856578 -7.13825134399997, -34.9077793079999 -7.13850579899997, -34.908816112 -7.13878736099997, -34.9096029369999 -7.13899099199995, -34.90967592 -7.13877902999997, -34.909744323 -7.13849776099994, -34.9097643179999 -7.13843865499996, -34.90980408 -7.13832200999997, -34.9099189199999 -7.13798198999996, -34.9099372549999 -7.13792377499993, -34.910068628 -7.13748771599995, -34.910200543 -7.13697766899998, -34.910312973 -7.13651096399997, -34.910659413 -7.13535879599993, -34.9100496199999 -7.13517057899998, -34.908859118 -7.13485340399995, -34.90853292 -7.13602379199995, -34.9083724549999 -7.13649075299998, -34.9082224159999 -7.13701191099995, -34.908057384 -7.13753220399997))"
250750705000439,1,Área Urbana de Alta Densidade de Edificações,25,Paraíba,PB,2507507,João Pessoa,250750705,João Pessoa,25075070500,,"POLYGON ((-34.910391564 -7.14337530499995, -34.911506517 -7.14373850499993, -34.9113231549999 -7.14436732299993, -34.912128755 -7.14530285399997, -34.9125275559999 -7.14575374799995, -34.912949994 -7.14533723599993, -34.913129077 -7.14518350299994, -34.913471246 -7.14495006499993, -34.913871398 -7.14467780699994, -34.9140283579999 -7.14456757099993, -34.914184824 -7.14446284499996, -34.914378311 -7.14413224999993, -34.914525316 -7.14394241799994, -34.9145647129999 -7.14389305199995, -34.9148476509999 -7.14363465199995, -34.914448314 -7.14349754699998, -34.914140765 -7.14339032499993, -34.9139268719999 -7.14331546299996, -34.91357562 -7.14320928099994, -34.9134110639999 -7.14314653299994, -34.912812817 -7.14297292399993, -34.912355255 -7.14282996699995, -34.912082249 -7.14275395399994, -34.911828516 -7.14267471399995, -34.9111199229999 -7.14240584499993, -34.910714378 -7.14227412899993, -34.910711272 -7.14228592899997, -34.910658175 -7.14248713999996, -34.9106061599999 -7.14268097999997, -34.910558587 -7.14285695299998, -34.9104765009999 -7.14315173399996, -34.910471488 -7.14316905099997, -34.910391564 -7.14337530499995))"
250750705000440,1,Área Urbana de Alta Densidade de Edificações,25,Paraíba,PB,2507507,João Pessoa,250750705,João Pessoa,25075070500,,"POLYGON ((-34.913009487 -7.14065143299996, -34.91247384 -7.14048477299997, -34.9123646849999 -7.14103741699995, -34.912193289 -7.14117195499995, -34.910804659 -7.14193870899993, -34.91072214 -7.14224618299994, -34.910714378 -7.14227412899993, -34.9111199229999 -7.14240584499993, -34.911828516 -7.14267471399995, -34.912082249 -7.14275395399994, -34.912355255 -7.14282996699995, -34.912812817 -7.14297292399993, -34.9134110639999 -7.14314653299994, -34.91357562 -7.14320928099994, -34.9139268719999 -7.14331546299996, -34.914140765 -7.14339032499993, -34.914448314 -7.14349754699998, -34.9148476509999 -7.14363465199995, -34.915030384 -7.14357317099996, -34.9154155529999 -7.14212533799997, -34.9159948839999 -7.14018990099993, -34.915524342 -7.14007686099995, -34.915126959 -7.14040435699997, -34.914203431 -7.14105398399994, -34.913350196 -7.14077272299994, -34.913009487 -7.14065143299996))"
250750705000441,1,Área Urbana de Alta Densidade de Edificações,25,Paraíba,PB,2507507,João Pessoa,250750705,João Pessoa,25075070500,,"POLYGON ((-34.913009487 -7.14065143299996, -34.913350196 -7.14077272299994, -34.914203431 -7.14105398399994, -34.915126959 -7.14040435699997, -34.915524342 -7.14007686099995, -34.9159948839999 -7.14018990099993, -34.916080183 -7.13974798499993, -34.9160817539999 -7.13936008299993, -34.916057451 -7.13910044999994, -34.916044765 -7.13884737999996, -34.916062242 -7.13866648499993, -34.916110263 -7.13854769299996, -34.9162131799999 -7.13836671399997, -34.9162874199999 -7.13819184599993, -34.916575833 -7.13736835799995, -34.915744187 -7.13710097999996, -34.914932145 -7.13682704699994, -34.9144692369999 -7.13667698999996, -34.9144118309999 -7.13690081999994, -34.91439408 -7.13705696999995, -34.914429 -7.13713598999993, -34.9145391599999 -7.13720195999997, -34.9146488489999 -7.13723415899995, -34.914866288 -7.13730785099995, -34.914718219 -7.13772572599993, -34.914564914 -7.13816562499994, -34.9144234899999 -7.13860897099994, -34.914283339 -7.13906714099994, -34.9140614189999 -7.13967791799996, -34.9132946949999 -7.13946600699995, -34.9131478159999 -7.14012422599995, -34.913009487 -7.14065143299996))"
250750705000442,1,Área Urbana de Alta Densidade de Edificações,25,Paraíba,PB,2507507,João Pessoa,250750705,João Pessoa,25075070500,,"POLYGON ((-34.915382322 -7.13091771999996, -34.915088124 -7.13095909799995, -34.914917604 -7.13095666899994, -34.914251857 -7.13094878199996, -34.914168736 -7.13126020399994, -34.914126417 -7.13129682999994, -34.913996314 -7.13169799799994, -34.914006189 -7.13173991299993, -34.9138797969999 -7.13216373899996, -34.914348672 -7.13230480299995, -34.914391774 -7.13231644799993, -34.91445428 -7.13235109299995, -34.9147471859999 -7.13242956599993, -34.9148701039999 -7.13248810799996, -34.915143233 -7.13260618199996, -34.915301853 -7.13261722299995, -34.9155257429999 -7.13269322299993, -34.915746667 -7.13279688599994, -34.9156186239999 -7.13319425799995, -34.9156054319999 -7.13330517599996, -34.9162123629999 -7.13349971299994, -34.91657271 -7.13365774799996, -34.916574313 -7.13365799799993, -34.91638884 -7.13408201999994, -34.9163688479999 -7.13419173499994, -34.916464398 -7.13421471799995, -34.916510686 -7.13450245699994, -34.916579241 -7.13473604399996, -34.9166346379999 -7.13497689299993, -34.916665864 -7.13508666799993, -34.9164492749999 -7.13513549699996, -34.915970402 -7.13522307299996, -34.916497305 -7.13537725099997, -34.916681905 -7.13545577299993, -34.916738939 -7.13595008499993, -34.916774118 -7.13645038399994, -34.9167161199999 -7.13680550999993, -34.9166746569999 -7.13692141699994, -34.916575833 -7.13736835799995, -34.9168580799999 -7.13745959699997, -34.916977834 -7.13725825599994, -34.917183859 -7.13708916799993, -34.917312743 -7.13673577599997, -34.917370949 -7.13633665199995, -34.917387579 -7.13599573299996, -34.917474887 -7.13573796499998, -34.917524778 -7.13549266999996, -34.9174790449999 -7.13517253899994, -34.91744304 -7.13513326199995, -34.917444804 -7.13507681599998, -34.917483202 -7.13505196999995, -34.9175039899999 -7.13500623699997, -34.917628716 -7.13465284599994, -34.9176495039999 -7.13437428999993, -34.917661977 -7.13420798799996, -34.917653662 -7.13395853599997, -34.9175123049999 -7.13364256199998, -34.91749005 -7.13362947099995, -34.9174921759999 -7.13356145399996, -34.9174944879999 -7.13348747699996, -34.9174085609999 -7.13309416299995, -34.9160060259999 -7.13200376799995, -34.916036446 -7.13181529599996, -34.9157635829999 -7.13149182499996, -34.9158070299999 -7.13140786099996, -34.9157235609999 -7.13137691999998, -34.91549133 -7.13089682999993, -34.9154059909999 -7.13091185799993, -34.915382322 -7.13091771999996))"
250750705000443,1,Área Urbana de Alta Densidade de Edificações,25,Paraíba,PB,2507507,João Pessoa,250750705,João Pessoa,25075070500,,"POLYGON ((-34.9108843889999 -7.12955595999995, -34.911075071 -7.12960774599998, -34.911324049 -7.12968081299994, -34.911803241 -7.12988892599998, -34.9122055839999 -7.13012115399994, -34.91269168 -7.13039669499994, -34.913103861 -7.13059907399997, -34.913465086 -7.13074610799993, -34.913868458 -7.13087369499993, -34.914251857 -7.13094878199996, -34.914917604 -7.13095666899994, -34.915088124 -7.13095909799995, -34.915382322 -7.13091771999996, -34.91538042 -7.13059037999994, -34.914144493 -7.13045654299998, -34.914077323 -7.13044926899994, -34.913074842 -7.12991774799997, -34.9113773 -7.12916028499995, -34.911185148 -7.12913571799993, -34.9109929959999 -7.12911115099996, -34.9109590149999 -7.12927534499994, -34.9109277219999 -7.12943626899994, -34.910927289 -7.12943810699994, -34.9108843889999 -7.12955595999995))"
250750705000444,1,Área Urbana de Alta Densidade de Edificações,25,Paraíba,PB,2507507,João Pessoa,250750705,João Pessoa,25075070500,,"POLYGON ((-34.909952953 -7.13098090199998, -34.910398468 -7.13110311699995, -34.9108492569999 -7.13122229499993, -34.911306999 -7.13134712299995, -34.911785579 -7.13149396699993, -34.911928814 -7.13100102899995, -34.912100547 -7.13035519499994, -34.9121414059999 -7.13023901899993, -34.9122055839999 -7.13012115399994, -34.911803241 -7.12988892599998, -34.911324049 -7.12968081299994, -34.911075071 -7.12960774599998, -34.9108843889999 -7.12955595999995, -34.910564253 -7.12949255799998, -34.9105516179999 -7.12968959199998, -34.910346885 -7.12970331999998, -34.9102940769999 -7.12994949599994, -34.910137869 -7.13044675399993, -34.910131739 -7.13047684699995, -34.909952953 -7.13098090199998))"
250750705000446,1,Área Urbana de Alta Densidade de Edificações,25,Paraíba,PB,2507507,João Pessoa,250750705,João Pessoa,25075070500,,"POLYGON ((-34.86609792 -7.09855703999995, -34.86589308 -7.09905203999995, -34.8656018369999 -7.09971339499998, -34.86524796 -7.10052695999997, -34.8651590229999 -7.10074444499998, -34.8654705829999 -7.10082209499996, -34.865756328 -7.10094872999997, -34.8664127239999 -7.10133007199994, -34.8664395339999 -7.10134244199998, -34.866544781 -7.10119546099997, -34.8669354309999 -7.10021102899998, -34.8671725419999 -7.10030080399997, -34.8676285499999 -7.10047598299997, -34.867957928 -7.10060502099998, -34.868241246 -7.09996349199997, -34.867201139 -7.09955829599994, -34.8674749159999 -7.09887965199994, -34.8663672059999 -7.09846478799994, -34.8661681199999 -7.09839197999997, -34.86609792 -7.09855703999995))"
250750705000447,1,Área Urbana de Alta Densidade de Edificações,25,Paraíba,PB,2507507,João Pessoa,250750705,João Pessoa,25075070500,,"POLYGON ((-34.873038306 -7.10017432499995, -34.8726394459999 -7.10021243399996, -34.872348361 -7.10024683499995, -34.8720991549999 -7.10027825299994, -34.87179932 -7.10029773999997, -34.871511378 -7.10025117299995, -34.871253376 -7.10020025399996, -34.8709717099999 -7.10014535699997, -34.870798812 -7.10011544199995, -34.87064406 -7.10008340199994, -34.870483 -7.10071699999997, -34.870468714 -7.10099208699995, -34.87055652 -7.10134046599995, -34.8706115539999 -7.10144023399994, -34.8706745279999 -7.10146643099995, -34.8707560949999 -7.10149724099995, -34.8708528779999 -7.10147767699993, -34.871160221 -7.10138956199995, -34.871285283 -7.10134016899997, -34.8717629999999 -7.10117199999996, -34.8720329999999 -7.10093199999994, -34.872489962 -7.10067231799997, -34.8727783649999 -7.10049187999994, -34.873038306 -7.10017432499995))"
250750705000448,1,Área Urbana de Alta Densidade de Edificações,25,Paraíba,PB,2507507,João Pessoa,250750705,João Pessoa,25075070500,,"POLYGON ((-34.86229385 -7.09349009999994, -34.862330286 -7.09330225599996, -34.8624235259999 -7.09329749899996, -34.8626160749999 -7.09331473499998, -34.86284604 -7.09338599999995, -34.8629439599999 -7.09339499999993, -34.863637153 -7.09348967199998, -34.86356316 -7.09372700999995, -34.863776581 -7.09386100999996, -34.863882401 -7.09389765499998, -34.864182467 -7.09402570899994, -34.8641567249999 -7.09405500199995, -34.864115601 -7.09411920099996, -34.864040927 -7.09442662899994, -34.8642842639999 -7.09449039099997, -34.8645675769999 -7.09460945099994, -34.865032248 -7.09480707499995, -34.865208997 -7.09487104399994, -34.8652400399999 -7.09396496999994, -34.864803362 -7.09324039299997, -34.8644710799999 -7.09268903999993, -34.86225888 -7.09315595999993, -34.862240325 -7.09316568499997, -34.862047783 -7.09318957299996, -34.8619973739999 -7.09319582699993, -34.861839545 -7.09321540799993, -34.8617063099999 -7.09316896199994, -34.861593146 -7.09299860499993, -34.861203884 -7.09218210099993, -34.861044068 -7.09193280699998, -34.860911883 -7.09174512099997, -34.860800438 -7.09163427599998, -34.8609344399999 -7.09188190099997, -34.860963753 -7.09203831399998, -34.860956739 -7.09212605299996, -34.860983635 -7.09241028099996, -34.8610167639999 -7.09295058599997, -34.8609806499999 -7.09305620699996, -34.861092334 -7.09324730399993, -34.861065514 -7.09344916099997, -34.8611540009999 -7.09347151199995, -34.861340043 -7.09354549699998, -34.8615647999999 -7.09367210099998, -34.861602101 -7.09368278499994, -34.8616400609999 -7.09368965299996, -34.8616401969999 -7.09371932799996, -34.861717848 -7.09374980799993, -34.861778584 -7.09375688599994, -34.861839591 -7.09375842599997, -34.8618410409999 -7.09362839999994, -34.861821338 -7.09341703099994, -34.8619719709999 -7.09339898399998, -34.8620350039999 -7.09339986099997, -34.86229385 -7.09349009999994))"
250750705000449,1,Área Urbana de Alta Densidade de Edificações,25,Paraíba,PB,2507507,João Pessoa,250750705,João Pessoa,25075070500,,"POLYGON ((-34.86229385 -7.09349009999994, -34.862483832 -7.09356756899996, -34.862791041 -7.09367792599994, -34.862725551 -7.09392853499997, -34.862702293 -7.09401662399995, -34.862632355 -7.09423016999995, -34.862570557 -7.09433614999995, -34.8629980389999 -7.09458291799996, -34.8631699929999 -7.09466024599993, -34.863439902 -7.09479275499996, -34.8635500849999 -7.09454407099997, -34.86400853 -7.09475319399996, -34.864040927 -7.09442662899994, -34.864115601 -7.09411920099996, -34.8641567249999 -7.09405500199995, -34.864182467 -7.09402570899994, -34.863882401 -7.09389765499998, -34.863776581 -7.09386100999996, -34.86356316 -7.09372700999995, -34.863637153 -7.09348967199998, -34.8629439599999 -7.09339499999993, -34.86284604 -7.09338599999995, -34.8626160749999 -7.09331473499998, -34.8624235259999 -7.09329749899996, -34.862330286 -7.09330225599996, -34.86229385 -7.09349009999994))"
250750705000450,1,Área Urbana de Alta Densidade de Edificações,25,Paraíba,PB,2507507,João Pessoa,250750705,João Pessoa,25075070500,,"POLYGON ((-34.858583095 -7.09217471099993, -34.859145525 -7.09282599599993, -34.859410102 -7.09308818099993, -34.859507266 -7.09324210199998, -34.859512106 -7.09324976799996, -34.8595747059999 -7.09369500699995, -34.8595150319999 -7.09397873899997, -34.859450958 -7.09414205399997, -34.859679059 -7.09421391799998, -34.8601730399999 -7.09411697999997, -34.860426127 -7.09408651099994, -34.8607681199999 -7.09404200999995, -34.8607398149999 -7.09388156599994, -34.86065796 -7.09346699999998, -34.86059784 -7.09308197999997, -34.8605679999999 -7.09240699999998, -34.8606023949999 -7.09184045399996, -34.8606323179999 -7.09164373599998, -34.8603035629999 -7.09161156799996, -34.859935413 -7.09157785599996, -34.8597834239999 -7.09146105399998, -34.859577703 -7.09155029999994, -34.85945914 -7.09173746299996, -34.8591740419999 -7.09189302399994, -34.858820135 -7.09208612899994, -34.858644188 -7.09215062599998, -34.858583095 -7.09217471099993))"
