CD_SETOR,CD_SIT,NM_SIT,CD_UF,NM_UF,SIGLA_UF,CD_MUN,NM_MUN,CD_DIST,NM_DIST,CD_SUBDIST,NM_SUBDIST,geometry
250750705000662,1,Área Urbana de Alta Densidade de Edificações,25,Paraíba,PB,2507507,João Pessoa,250750705,João Pessoa,25075070500,,"POLYGON ((-34.83632698 -7.11139386499997, -34.836528018 -7.11169616099994, -34.8355337159999 -7.11230113099998, -34.8355557249999 -7.11233927999996, -34.835808914 -7.11272450399997, -34.836258587 -7.11254299599995, -34.837038244 -7.11228529199997, -34.83714492 -7.11221903999996, -34.8371864169999 -7.11219690199994, -34.8374426399999 -7.11204405499996, -34.8378468559999 -7.11175788499997, -34.8383180009999 -7.11134016399996, -34.8389044209999 -7.11080893599996, -34.8393253199999 -7.11041508899996, -34.838906298 -7.11031827999994, -34.8388124169999 -7.11029510199995, -34.8385723279999 -7.11036134099993, -34.8384105339999 -7.11035291799993, -34.83837461 -7.11029227299997, -34.8383716619999 -7.11028736599997, -34.83821756 -7.11041419199995, -34.8379608669999 -7.11064097499997, -34.83778089 -7.11079950899995, -34.837633904 -7.11093621499998, -34.837507736 -7.11078823399993, -34.837445542 -7.11071987899993, -34.837419419 -7.11069005099995, -34.83632698 -7.11139386499997))"
250750705000663,1,Área Urbana de Alta Densidade de Edificações,25,Paraíba,PB,2507507,João Pessoa,250750705,João Pessoa,25075070500,,"POLYGON ((-34.8435656189999 -7.10439167299995, -34.842848944 -7.10539513799995, -34.8425858599999 -7.10573089799993, -34.8414178529999 -7.10691074899995, -34.841658002 -7.10713146099994, -34.841980512 -7.10726582499996, -34.84203696 -7.10727002999994, -34.842630878 -7.10660364899996, -34.84283992069 -7.10635659860289, -34.843671947 -7.10537329499994, -34.844111937 -7.10481145899996, -34.843602468 -7.10434041799994, -34.8435656189999 -7.10439167299995))"
250750705000664,1,Área Urbana de Alta Densidade de Edificações,25,Paraíba,PB,2507507,João Pessoa,250750705,João Pessoa,25075070500,,"POLYGON ((-34.8448731359999 -7.14926386499997, -34.8450815479999 -7.14986202699993, -34.8462520429999 -7.15022950499997, -34.846777612 -7.14994835799996, -34.8477908739999 -7.14954024599996, -34.8480162819999 -7.14937718299996, -34.8478069889999 -7.14887736599997, -34.847527919 -7.14826955899997, -34.846230963 -7.14875243599994, -34.8448731359999 -7.14926386499997))"
250750705000665,1,Área Urbana de Alta Densidade de Edificações,25,Paraíba,PB,2507507,João Pessoa,250750705,João Pessoa,25075070500,,"POLYGON ((-34.869205356 -7.10787196999996, -34.86939325 -7.10805272999994, -34.869674973 -7.10838362199996, -34.869901333 -7.10862117199997, -34.870125451 -7.10898324699997, -34.870139856 -7.10903627699997, -34.870247171 -7.10925527199993, -34.8702708759999 -7.10931536099997, -34.8703726259999 -7.10957329199994, -34.870566432 -7.11012462099995, -34.87064794 -7.11010305699995, -34.8707116109999 -7.11005678999993, -34.870782291 -7.10998925999996, -34.8708988029999 -7.10985076199995, -34.871064695 -7.10964128099994, -34.871170422 -7.10946743399995, -34.8714310089999 -7.10914242399997, -34.8714418129999 -7.10912925199995, -34.871717593 -7.10879301199998, -34.8720735009999 -7.10832142999993, -34.8721866 -7.10823390899998, -34.8723573139999 -7.10800932599994, -34.872412305 -7.10793698099997, -34.872611653 -7.10759662699996, -34.872898305 -7.10726462699995, -34.872985117 -7.10715109399996, -34.8730075519999 -7.10712587499995, -34.872979336 -7.10713892399997, -34.8726856219999 -7.10709838099996, -34.8725814699999 -7.10706761599994, -34.8721676 -7.10694694499995, -34.872145931 -7.10702567399994, -34.871845573 -7.10695423999994, -34.8716082729999 -7.10712268499998, -34.8711236619999 -7.10736415399998, -34.870941812 -7.10739577999993, -34.8708589129999 -7.10737246399998, -34.870808041 -7.10731130399995, -34.870660738 -7.10735686199996, -34.87046759 -7.10714929999995, -34.8697779999999 -7.10763699999995, -34.869702283 -7.10768999299995, -34.8696098149999 -7.10764415199998, -34.8695416049999 -7.10764698399993, -34.8695063399999 -7.10764939099994, -34.8692328449999 -7.10785489699998, -34.869205356 -7.10787196999996))"
250750705000666,1,Área Urbana de Alta Densidade de Edificações,25,Paraíba,PB,2507507,João Pessoa,250750705,João Pessoa,25075070500,,"POLYGON ((-34.8800216769999 -7.16287202999996, -34.88035716 -7.16381297999993, -34.881688982 -7.16359187399996, -34.88231486 -7.16345654899993, -34.882320744 -7.16345559299998, -34.8829914849999 -7.16334659799998, -34.88382396 -7.16322203999994, -34.883531164 -7.16228344299998, -34.883517212 -7.16225434599994, -34.8833429969999 -7.16189102599998, -34.883093663 -7.16142402499997, -34.882667087 -7.16139901899993, -34.881569976 -7.16156139599997, -34.8814300129999 -7.16109968399996, -34.8807283159999 -7.16104359999997, -34.8812991 -7.16264185799997, -34.880669382 -7.16278815599998, -34.8800216769999 -7.16287202999996))"
250750705000667,1,Área Urbana de Alta Densidade de Edificações,25,Paraíba,PB,2507507,João Pessoa,250750705,João Pessoa,25075070500,,"POLYGON ((-34.8820198239999 -7.16451931399996, -34.881392959 -7.16464064299993, -34.881813 -7.16590196999994, -34.8825368679999 -7.16562565599997, -34.882048439 -7.16451377599998, -34.8820198239999 -7.16451931399996))"
250750705000668,1,Área Urbana de Alta Densidade de Edificações,25,Paraíba,PB,2507507,João Pessoa,250750705,João Pessoa,25075070500,,"POLYGON ((-34.882471536 -7.15710293899997, -34.882014206 -7.15751797699994, -34.881672377 -7.15782673199993, -34.881441142 -7.15808073899996, -34.881200489 -7.15829590099997, -34.880739375 -7.15868470999993, -34.87980312 -7.15937696999993, -34.8797379599999 -7.15950296999995, -34.87937184 -7.15984199999997, -34.8795428399999 -7.15995197999996, -34.87971816 -7.16044697999996, -34.87979304 -7.16063201999998, -34.88070096 -7.16096699999997, -34.8807283159999 -7.16104359999997, -34.8814300129999 -7.16109968399996, -34.881569976 -7.16156139599997, -34.882667087 -7.16139901899993, -34.883093663 -7.16142402499997, -34.883105617 -7.16119194299995, -34.8831190609999 -7.16098797199993, -34.88319038 -7.16085086499993, -34.8832531799999 -7.15930859499997, -34.883259019 -7.15890943299996, -34.88325716 -7.15874434999995, -34.883246057 -7.15851039299997, -34.8832636299999 -7.15781178799995, -34.883257644 -7.15769644699998, -34.8832267889999 -7.15744442099998, -34.8831906419999 -7.15733480799997, -34.8831496459999 -7.15659981699997, -34.8830768 -7.15648557499998, -34.882471536 -7.15710293899997))"
250750705000669,1,Área Urbana de Alta Densidade de Edificações,25,Paraíba,PB,2507507,João Pessoa,250750705,João Pessoa,25075070500,,"POLYGON ((-34.8825368679999 -7.16562565599997, -34.881813 -7.16590196999994, -34.88124816 -7.16613200999996, -34.881936961 -7.16696903999997, -34.88268297 -7.16777865899996, -34.882762908 -7.16795454399994, -34.882860845 -7.16789163899995, -34.8829089339999 -7.16797078499997, -34.883042388 -7.16816296599995, -34.883292878 -7.16845587499995, -34.883304091 -7.16848237099993, -34.883329202 -7.16851327399996, -34.883395671 -7.16860849599993, -34.8834291389999 -7.16859892299993, -34.883756697 -7.16846213599996, -34.88370558 -7.16836673399996, -34.883696169 -7.16830038899997, -34.882971056 -7.16708642199995, -34.882699991 -7.16643008099993, -34.882856837 -7.16634569999997, -34.882788879 -7.16612225699993, -34.88262463 -7.16558548699993, -34.8825368679999 -7.16562565599997))"
250750705000670,1,Área Urbana de Alta Densidade de Edificações,25,Paraíba,PB,2507507,João Pessoa,250750705,João Pessoa,25075070500,,"POLYGON ((-34.846068304 -7.15954942999997, -34.84790072 -7.15873558299995, -34.847316356 -7.15754934799997, -34.8470535929999 -7.15697219399993, -34.8470319629999 -7.15691795899994, -34.8469865669999 -7.15670210799993, -34.846983638 -7.15617217699997, -34.8467986979999 -7.15580786499993, -34.8467988049999 -7.15528344499995, -34.8464094249999 -7.15529086599997, -34.8462337449999 -7.15529564099995, -34.84603335 -7.15535808299995, -34.8458429459999 -7.15545901499996, -34.845589505 -7.15567009499995, -34.8454268569999 -7.15594995399994, -34.8453975149999 -7.15625216999996, -34.84541512 -7.15650450599998, -34.8456909289999 -7.15759013699994, -34.8458611089999 -7.15823564799996, -34.845949133 -7.15884007999995, -34.846068304 -7.15954942999997))"
250750705000671,1,Área Urbana de Alta Densidade de Edificações,25,Paraíba,PB,2507507,João Pessoa,250750705,João Pessoa,25075070500,,"POLYGON ((-34.8446672009999 -7.15735998699995, -34.8447735469999 -7.15752481799996, -34.844940418 -7.15778056499994, -34.84498271 -7.15798718299993, -34.844991733 -7.15816911799993, -34.84499303 -7.15849170099995, -34.845018969 -7.15875628399994, -34.84504027 -7.15916646299996, -34.845051538 -7.15933542799996, -34.845059506 -7.15945489499995, -34.845024657 -7.15977960699996, -34.8449892789999 -7.16047595099997, -34.845044886 -7.16081833199996, -34.845046264 -7.16116093099993, -34.845065065 -7.16134117299993, -34.8450660079999 -7.16157558299994, -34.845156827 -7.16168340999997, -34.845301514 -7.16170086099993, -34.8453384649999 -7.16189906299996, -34.845302964 -7.16206149099997, -34.845402566 -7.16255373899997, -34.84541175 -7.16259913299996, -34.845428011 -7.16267949399997, -34.8469695969999 -7.16330069299994, -34.8486112589999 -7.16394798299996, -34.849262256 -7.16419529199993, -34.849186506 -7.16386091899994, -34.8486629999999 -7.16365699999994, -34.8483473709999 -7.16356310399993, -34.8480479999999 -7.16346199999998, -34.847883386 -7.16339162299994, -34.847790813 -7.16335292999997, -34.847391788 -7.16320865599994, -34.847237385 -7.16310310899996, -34.8471443449999 -7.16302196999993, -34.8471133689999 -7.16292801899993, -34.8471844059999 -7.16250775299994, -34.847149196 -7.16214685399996, -34.84711692 -7.16199721299995, -34.846810541 -7.16142265199994, -34.846483979 -7.16087066699993, -34.846183864 -7.16026607099997, -34.846068304 -7.15954942999997, -34.845949133 -7.15884007999995, -34.8458611089999 -7.15823564799996, -34.8456909289999 -7.15759013699994, -34.84541512 -7.15650450599998, -34.8453975149999 -7.15625216999996, -34.8454268569999 -7.15594995399994, -34.845589505 -7.15567009499995, -34.8458429459999 -7.15545901499996, -34.84603335 -7.15535808299995, -34.8462337449999 -7.15529564099995, -34.8464094249999 -7.15529086599997, -34.8467988049999 -7.15528344499995, -34.8475878319999 -7.15532568699996, -34.847856323 -7.15538659999993, -34.848130372 -7.15558718799997, -34.8486572859999 -7.15606128599995, -34.84887656 -7.15626596699997, -34.849116572 -7.15655247599994, -34.849361417 -7.15715512299994, -34.849575537 -7.15777582599998, -34.849808745 -7.15833429899993, -34.850174293 -7.15890756499994, -34.8505322569999 -7.15943570999997, -34.850895652 -7.15999480099993, -34.8512177499999 -7.16057209399997, -34.8515063909999 -7.16117271999997, -34.8517047829999 -7.16179462099996, -34.8518900299999 -7.16238626099994, -34.8520601179999 -7.16260008699993, -34.8522394629999 -7.16276288499995, -34.852502348 -7.16294512299993, -34.8533886779999 -7.16318959099993, -34.8534660619999 -7.16322860299994, -34.8535880549999 -7.16332320899994, -34.853763876 -7.16318523699994, -34.8532339879999 -7.16231394099998, -34.853052963 -7.16206680599993, -34.8525780799999 -7.16123315699997, -34.851091642 -7.15826126799993, -34.851027739 -7.15814017599996, -34.850384101 -7.15808808199995, -34.850184134 -7.15796949199995, -34.8500639609999 -7.15785058099993, -34.8499934189999 -7.15767177199996, -34.849912944 -7.15750295399994, -34.849782116 -7.15721494299993, -34.849711495 -7.15701623599995, -34.84968061 -7.15677757099996, -34.8496599389999 -7.15659856299993, -34.8496492039999 -7.15640956499993, -34.8496188 -7.15629029299993, -34.84945821 -7.15604219899996, -34.84917817 -7.15585428299994, -34.848917958 -7.15563643799993, -34.8486975229999 -7.15538858499997, -34.8483876409999 -7.15522068699994, -34.848097707 -7.15505270799997, -34.8477978399999 -7.15489471899997, -34.8474497669999 -7.15471410899994, -34.847296468 -7.15469356199998, -34.847058208 -7.15464749199998, -34.8469166369999 -7.15461279099998, -34.8467209469999 -7.15460181899994, -34.846548829 -7.15459075199993, -34.8464697109999 -7.15458614399995, -34.8464391169999 -7.15458436199998, -34.846356267 -7.15455123199996, -34.8462318529999 -7.15454345899997, -34.846074073 -7.15448619199998, -34.8460071389999 -7.15433757399995, -34.845749854 -7.15428070499996, -34.845451144 -7.15423227299993, -34.8450364449999 -7.15420912099995, -34.844688214 -7.15421878699993, -34.844506023 -7.15427741699995, -34.844274212 -7.15436933199993, -34.844059783 -7.15465969299993, -34.8440107279999 -7.15483358999995, -34.8439781239999 -7.15497433599995, -34.8439793859999 -7.15528864699996, -34.844046884 -7.15557787799997, -34.8440810819999 -7.15583415699996, -34.844155185 -7.15634447599996, -34.844197309 -7.15650973599998, -34.8443644459999 -7.15683165399997, -34.844548167 -7.15715350499994, -34.8446672009999 -7.15735998699995))"
250750705000672,1,Área Urbana de Alta Densidade de Edificações,25,Paraíba,PB,2507507,João Pessoa,250750705,João Pessoa,25075070500,,"POLYGON ((-34.828348966 -7.17487956299993, -34.830224991 -7.17475434799996, -34.83018479 -7.17431675999995, -34.8316664349999 -7.17427209299996, -34.831659126 -7.17402716199996, -34.8316510989999 -7.17381046099996, -34.8316509809999 -7.17335512599993, -34.831636584 -7.17217871699995, -34.8315967939999 -7.17206983099993, -34.8313914889999 -7.17197586099996, -34.831355259 -7.17187317999998, -34.831384198 -7.17174769099995, -34.831201414 -7.17197418099994, -34.830821769 -7.17216329399997, -34.829963306 -7.17260415299995, -34.829093265 -7.17305700299994, -34.8286603939999 -7.17323356599996, -34.828208101 -7.17327707999993, -34.828348966 -7.17487956299993))"
250750705000673,1,Área Urbana de Alta Densidade de Edificações,25,Paraíba,PB,2507507,João Pessoa,250750705,João Pessoa,25075070500,,"POLYGON ((-34.828348966 -7.17487956299993, -34.828390026 -7.17533065799995, -34.8285486199999 -7.17730518099995, -34.82857976 -7.17730106499994, -34.828777707 -7.17726298799994, -34.8290622609999 -7.17726551199996, -34.829158589 -7.17726724699997, -34.8293430369999 -7.17727053599998, -34.8297030539999 -7.17726595499994, -34.8298236159999 -7.17725290799996, -34.830384148 -7.17712470199996, -34.8303767259999 -7.17703464199997, -34.830224991 -7.17475434799996, -34.828348966 -7.17487956299993))"
250750705000674,1,Área Urbana de Alta Densidade de Edificações,25,Paraíba,PB,2507507,João Pessoa,250750705,João Pessoa,25075070500,,"POLYGON ((-34.82627093 -7.14746985799997, -34.8264822679999 -7.14762961699995, -34.827414044 -7.14840600599996, -34.8278122469999 -7.14759996599997, -34.828179206 -7.14698934399996, -34.8284427259999 -7.14716000799996, -34.828662069 -7.14715057399997, -34.828924237 -7.14702165399996, -34.8290691249999 -7.14697508799998, -34.8292099569999 -7.14676803899994, -34.829285324 -7.14666900799995, -34.8294109449999 -7.14633328799994, -34.829112473 -7.14570262199993, -34.828959729 -7.14540231899997, -34.828871807 -7.14523094399993, -34.82897371 -7.14509149699995, -34.829205848 -7.14480329699995, -34.8295060959999 -7.14453396499994, -34.8297383739999 -7.14419993999996, -34.8297414539999 -7.14349349299994, -34.8296382199999 -7.14338606999996, -34.829320093 -7.14324321099997, -34.828933949 -7.14315760399995, -34.828918109 -7.14322253299997, -34.82886086 -7.14341485799997, -34.8288154159999 -7.14370046299996, -34.8287501679999 -7.14402597199995, -34.828631291 -7.14425212699996, -34.828518673 -7.14437869199998, -34.828288147 -7.14460182899995, -34.827907734 -7.14521644199993, -34.8278409119999 -7.14543440899996, -34.827630133 -7.14577440999994, -34.8273982109999 -7.14605761499996, -34.827232609 -7.14627413699998, -34.8271832 -7.14640717399993, -34.826595058 -7.14708772699993, -34.82627093 -7.14746985799997))"
250750705000675,1,Área Urbana de Alta Densidade de Edificações,25,Paraíba,PB,2507507,João Pessoa,250750705,João Pessoa,25075070500,,"POLYGON ((-34.8497341259999 -7.09892093699995, -34.8499887839999 -7.09896106399998, -34.8503676289999 -7.09902155499998, -34.8505860409999 -7.09906039999993, -34.85106875 -7.09925339599994, -34.85123694 -7.09934750999997, -34.851372601 -7.09955466899993, -34.8512047359999 -7.09990802599998, -34.851127248 -7.10022036799995, -34.851046255 -7.10030541499998, -34.850939734 -7.10065519399996, -34.8506097929999 -7.10123410099993, -34.8522191239999 -7.10070585299997, -34.852581382 -7.10062475399997, -34.852607457 -7.10060658599997, -34.8529649979999 -7.10049736099995, -34.852891354 -7.10027136399998, -34.8528098529999 -7.09997901699995, -34.852698163 -7.09964544399998, -34.852693307 -7.09963273399995, -34.852683 -7.09960199999995, -34.8523966829999 -7.09867315799994, -34.8523705919999 -7.09863491399994, -34.852365012 -7.09862148599996, -34.8523609219999 -7.09861261799995, -34.8523547959999 -7.09860054099994, -34.852318 -7.09861944699998, -34.851912141 -7.09870898399993, -34.851756484 -7.09870324799994, -34.85134712 -7.09865499099993, -34.850702054 -7.09853914999997, -34.849942681 -7.09839676199994, -34.849864526 -7.09870507699998, -34.8497341259999 -7.09892093699995))"
250750705000676,1,Área Urbana de Alta Densidade de Edificações,25,Paraíba,PB,2507507,João Pessoa,250750705,João Pessoa,25075070500,,"POLYGON ((-34.8839460889999 -7.16621942499995, -34.8840986449999 -7.16686616399994, -34.8841270309999 -7.16698235199993, -34.884165299 -7.16716735299997, -34.88413788 -7.16759297999994, -34.884265458 -7.16807029899996, -34.8842967959999 -7.16812929099996, -34.884385169 -7.16818639799993, -34.88531198 -7.16776422699996, -34.88633247 -7.16727325799997, -34.886644416 -7.16700602699996, -34.8868455919999 -7.16690766999994, -34.886566913 -7.16640449999994, -34.886590192 -7.16599297999994, -34.88563364 -7.16608540199996, -34.885235896 -7.16609319599996, -34.884805624 -7.16611137699994, -34.884302442 -7.16616845899995, -34.8839460889999 -7.16621942499995))"
250750705000677,1,Área Urbana de Alta Densidade de Edificações,25,Paraíba,PB,2507507,João Pessoa,250750705,João Pessoa,25075070500,,"POLYGON ((-34.825353341 -7.16999627599995, -34.82859669 -7.16990381999994, -34.8286299869999 -7.16983260999996, -34.8286180659999 -7.16917216199994, -34.8286229569999 -7.16871056699995, -34.828613392 -7.16827584499993, -34.8281202589999 -7.16826750699994, -34.828014938 -7.16814139199994, -34.8261550889999 -7.16819611999995, -34.8252981759999 -7.16822804699996, -34.8253320329999 -7.16831756099998, -34.825353341 -7.16999627599995))"
250750705000678,1,Área Urbana de Alta Densidade de Edificações,25,Paraíba,PB,2507507,João Pessoa,250750705,João Pessoa,25075070500,,"POLYGON ((-34.9087071389999 -7.16151295599997, -34.9087833249999 -7.16177755799993, -34.9099700039999 -7.16142443899997, -34.9107573009999 -7.16118691499997, -34.911075414 -7.16103591299998, -34.9109863259999 -7.16079688999997, -34.910632418 -7.16093069999994, -34.9098743599999 -7.16116095899997, -34.908878917 -7.16145510499996, -34.9087071389999 -7.16151295599997))"
250750705000679,1,Área Urbana de Alta Densidade de Edificações,25,Paraíba,PB,2507507,João Pessoa,250750705,João Pessoa,25075070500,,"POLYGON ((-34.8253504959999 -7.18246580299996, -34.825495239 -7.18248267999996, -34.8260020709999 -7.18247373799994, -34.826165777 -7.18247328199993, -34.8261474559999 -7.18198900199997, -34.826138251 -7.18148549099993, -34.8261275679999 -7.18105043099996, -34.8250220799999 -7.18107263099995, -34.82501108 -7.18059209099994, -34.8253552589999 -7.18058863099998, -34.82534645 -7.18011319099998, -34.8253379999999 -7.17960698999997, -34.8253228799999 -7.17912701999995, -34.8253137259999 -7.17876212399995, -34.825310502 -7.17865411799994, -34.825277059 -7.17755371399994, -34.824799508 -7.17755193799997, -34.824817734 -7.17844990399993, -34.8246068789999 -7.17863877399998, -34.8242584019999 -7.17883337899997, -34.8239232019999 -7.17907778799997, -34.8238365019999 -7.17919881899996, -34.8238648129999 -7.17967063399993, -34.823892867 -7.18014024499996, -34.8239241379999 -7.18062289199997, -34.8240043929999 -7.18109218099994, -34.8241482239999 -7.18168004799998, -34.8242910289999 -7.18197618999994, -34.8245823729999 -7.18216722699998, -34.8253504959999 -7.18246580299996))"
250750705000680,1,Área Urbana de Alta Densidade de Edificações,25,Paraíba,PB,2507507,João Pessoa,250750705,João Pessoa,25075070500,,"POLYGON ((-34.826071371 -7.18520575699995, -34.826058238 -7.18485716399994, -34.8260544149999 -7.18473931999995, -34.8260512849999 -7.18437473499995, -34.826036498 -7.18392173399997, -34.8260223189999 -7.18344364699993, -34.8260160049999 -7.18297132799995, -34.8260020709999 -7.18247373799994, -34.825495239 -7.18248267999996, -34.8253504959999 -7.18246580299996, -34.8249864759999 -7.18248400199997, -34.824128201 -7.18252346199995, -34.82412736 -7.18259799599997, -34.824124432 -7.18313711999997, -34.824161986 -7.18394826799994, -34.8241772709999 -7.18463191599994, -34.824014749 -7.18484997599995, -34.8241755889999 -7.18521756899997, -34.8242928719999 -7.18533845799993, -34.824420588 -7.18545197699996, -34.824545944 -7.18564474599998, -34.8246764859999 -7.18563891199994, -34.824831538 -7.18561775099994, -34.825132836 -7.18555368999995, -34.825584427 -7.18538202399998, -34.826071371 -7.18520575699995))"
250750705000681,1,Área Urbana de Alta Densidade de Edificações,25,Paraíba,PB,2507507,João Pessoa,250750705,João Pessoa,25075070500,,"POLYGON ((-34.8606323179999 -7.09164373599998, -34.8606023949999 -7.09184045399996, -34.8605679999999 -7.09240699999998, -34.86059784 -7.09308197999997, -34.86065796 -7.09346699999998, -34.8607398149999 -7.09388156599994, -34.861131197 -7.09388586299997, -34.8618386979999 -7.09400445899996, -34.861949533 -7.09404140999993, -34.862290344 -7.09421648999995, -34.862391166 -7.09427396899997, -34.862570557 -7.09433614999995, -34.862632355 -7.09423016999995, -34.862702293 -7.09401662399995, -34.862725551 -7.09392853499997, -34.862791041 -7.09367792599994, -34.862483832 -7.09356756899996, -34.86229385 -7.09349009999994, -34.8620350039999 -7.09339986099997, -34.8619719709999 -7.09339898399998, -34.861821338 -7.09341703099994, -34.8618410409999 -7.09362839999994, -34.861839591 -7.09375842599997, -34.861778584 -7.09375688599994, -34.861717848 -7.09374980799993, -34.8616401969999 -7.09371932799996, -34.8616400609999 -7.09368965299996, -34.861602101 -7.09368278499994, -34.8615647999999 -7.09367210099998, -34.861340043 -7.09354549699998, -34.8611540009999 -7.09347151199995, -34.861065514 -7.09344916099997, -34.861092334 -7.09324730399993, -34.8609806499999 -7.09305620699996, -34.8610167639999 -7.09295058599997, -34.860983635 -7.09241028099996, -34.860956739 -7.09212605299996, -34.860963753 -7.09203831399998, -34.8609344399999 -7.09188190099997, -34.860800438 -7.09163427599998, -34.8606323179999 -7.09164373599998))"
250750705000682,1,Área Urbana de Alta Densidade de Edificações,25,Paraíba,PB,2507507,João Pessoa,250750705,João Pessoa,25075070500,,"POLYGON ((-34.864758168 -7.11242355699994, -34.8651463969999 -7.11270085099994, -34.8651977219999 -7.11280523899995, -34.865257974 -7.11286867899997, -34.865421867 -7.11304896699994, -34.8654856589999 -7.11310549099994, -34.86553875 -7.11314625799997, -34.8655896029999 -7.11320113699998, -34.8656043899999 -7.11322025599998, -34.86578796 -7.11332198999997, -34.865901762 -7.11336550999994, -34.8664823519999 -7.11288695899998, -34.866465201 -7.11284997099995, -34.8665996359999 -7.11272793199993, -34.8665813009999 -7.11259491799996, -34.86669878 -7.11252057899998, -34.8666887159999 -7.11248984799994, -34.8665291889999 -7.11233159299996, -34.8662251229999 -7.11199670599996, -34.866068469 -7.11207794799998, -34.865931815 -7.11187326699996, -34.8657894099999 -7.11158381499996, -34.8657664679999 -7.11155668399994, -34.865401656 -7.11184512899996, -34.865299738 -7.11192985399992, -34.864801084 -7.11235786899994, -34.864758168 -7.11242355699994))"
250750705000683,1,Área Urbana de Alta Densidade de Edificações,25,Paraíba,PB,2507507,João Pessoa,250750705,João Pessoa,25075070500,,"POLYGON ((-34.861748577 -7.09622822099993, -34.861779509 -7.09619102999994, -34.861967265 -7.09606038599998, -34.86223296 -7.09577198999995, -34.862580683 -7.09525985299996, -34.862635011 -7.09518701399998, -34.8629980389999 -7.09458291799996, -34.862570557 -7.09433614999995, -34.862391166 -7.09427396899997, -34.862372845 -7.09432105599996, -34.862247136 -7.09444395999998, -34.86214275 -7.09452786199995, -34.861680012 -7.09483005799996, -34.861583896 -7.09473584899996, -34.861221917 -7.09481742299994, -34.861385609 -7.09564528899995, -34.8613896969999 -7.09566900899995, -34.861575193 -7.09601896799995, -34.861748577 -7.09622822099993))"
250750705000684,1,Área Urbana de Alta Densidade de Edificações,25,Paraíba,PB,2507507,João Pessoa,250750705,João Pessoa,25075070500,,"POLYGON ((-34.932549792 -7.17560638699996, -34.932491119 -7.17610392499995, -34.932564666 -7.17657832699996, -34.932638341 -7.17700515499996, -34.9327172759999 -7.17745381099996, -34.932828542 -7.17744432299997, -34.935293897 -7.17697364799994, -34.9350737789999 -7.17567618199996, -34.9349863589999 -7.17514442399994, -34.9332366259999 -7.17548175099995, -34.932549792 -7.17560638699996))"
250750705000685,1,Área Urbana de Alta Densidade de Edificações,25,Paraíba,PB,2507507,João Pessoa,250750705,João Pessoa,25075070500,,"POLYGON ((-34.930633621 -7.17644514599993, -34.930540101 -7.17665855899997, -34.930678557 -7.17738451999998, -34.930756688 -7.17783197099993, -34.930829151 -7.17827203799993, -34.932788944 -7.17789795799996, -34.9327172759999 -7.17745381099996, -34.932638341 -7.17700515499996, -34.932564666 -7.17657832699996, -34.932491119 -7.17610392499995, -34.931690988 -7.17624592499993, -34.930633621 -7.17644514599993))"
250750705000686,1,Área Urbana de Alta Densidade de Edificações,25,Paraíba,PB,2507507,João Pessoa,250750705,João Pessoa,25075070500,,"POLYGON ((-34.926512573 -7.17592108599996, -34.925287941 -7.17661188999995, -34.9248494139999 -7.17685598599996, -34.9252636689999 -7.17789489399996, -34.925906056 -7.17951676299998, -34.9263339039999 -7.17924171999994, -34.926769194 -7.17897886599997, -34.927154673 -7.17872458799997, -34.9263135489999 -7.17660992499998, -34.9267094329999 -7.17638214199997, -34.9271034339999 -7.17616026899998, -34.9275040919999 -7.17593186899995, -34.927699021 -7.17579921299995, -34.9275042959999 -7.17533465999998, -34.926512573 -7.17592108599996))"
250750705000687,1,Área Urbana de Alta Densidade de Edificações,25,Paraíba,PB,2507507,João Pessoa,250750705,João Pessoa,25075070500,,"POLYGON ((-34.928327936 -7.17190064999994, -34.92927603 -7.17427339699998, -34.9298511059999 -7.17395543799995, -34.9300407759999 -7.17443127999996, -34.9294707189999 -7.17476159999995, -34.9290782589999 -7.17499475199998, -34.929859795 -7.17694715499994, -34.930240983 -7.17668550299993, -34.930633621 -7.17644514599993, -34.9307939559999 -7.17630293799994, -34.931087927 -7.17616005499997, -34.931221993 -7.17605217599993, -34.930396936 -7.17395425499996, -34.93028779 -7.17369127899997, -34.929351256 -7.17130946799995, -34.92890683 -7.17154674699998, -34.928327936 -7.17190064999994))"
250750705000688,1,Área Urbana de Alta Densidade de Edificações,25,Paraíba,PB,2507507,João Pessoa,250750705,João Pessoa,25075070500,,"POLYGON ((-34.9267499809999 -7.17283675499993, -34.927692092 -7.17521558799996, -34.92927603 -7.17427339699998, -34.928327936 -7.17190064999994, -34.9267499809999 -7.17283675499993))"
250750705000689,1,Área Urbana de Alta Densidade de Edificações,25,Paraíba,PB,2507507,João Pessoa,250750705,João Pessoa,25075070500,,"POLYGON ((-34.9218454539999 -7.17563904299993, -34.9221919629999 -7.17655946299993, -34.922437975 -7.17718465899998, -34.9226250529999 -7.17761606499994, -34.922394733 -7.17775212699996, -34.9219867419999 -7.17798352899996, -34.922198072 -7.17841483099994, -34.922874758 -7.17802789899997, -34.923258607 -7.17778252699998, -34.9236646209999 -7.17754823699994, -34.924054052 -7.17732417599996, -34.924441749 -7.17708456399993, -34.9248494139999 -7.17685598599996, -34.925287941 -7.17661188999995, -34.924336121 -7.17423748299996, -34.923554042 -7.17474163799994, -34.9228038649999 -7.17518249099993, -34.9218454539999 -7.17563904299993))"
